pais;codigo_do_pais;nome_do_pais;descricao;loc_cod;UF;RA;ra_desc;RG;rg_desc;RM;rm_desc
900;3201407;Castelo;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3201506;Colatina;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3201605;Conceição da Barra;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3201704;Conceição do Castelo;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3201803;Divino de São Lourenço;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3201902;Domingos Martins;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202009;Dores do Rio Preto;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202108;Ecoporanga;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202207;Fundão;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202256;Governador Lindenberg;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202306;Guaçuí;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202405;Guarapari;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202454;Ibatiba;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202504;Ibiraçu;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202553;Ibitirama;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202603;Iconha;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202652;Irupi;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202702;Itaguaçu;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202801;Itapemirim;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3202900;Itarana;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203007;Iúna;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203056;Jaguaré;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203106;Jerônimo Monteiro;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203130;João Neiva;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203163;Laranja da Terra;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203205;Linhares;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203304;Mantenópolis;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203320;Marataízes;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203346;Marechal Floriano;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203353;Marilândia;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203403;Mimoso do Sul;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203502;Montanha;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203601;Mucurici;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203700;Muniz Freire;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203809;Muqui;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3203908;Nova Venécia;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204005;Pancas;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204054;Pedro Canário;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204104;Pinheiros;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204203;Piúma;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204252;Ponto Belo;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204302;Presidente Kennedy;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204351;Rio Bananal;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204401;Rio Novo do Sul;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204500;Santa Leopoldina;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204559;Santa Maria de Jetibá;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204609;Santa Teresa;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204658;São Domingos do Norte;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204708;São Gabriel da Palha;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204807;São José do Calçado;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204906;São Mateus;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3204955;São Roque do Canaã;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205002;Serra;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205010;Sooretama;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205036;Vargem Alta;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205069;Venda Nova do Imigrante;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205101;Viana;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205150;Vila Pavão;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205176;Vila Valério;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205200;Vila Velha;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3205309;Vitória;Espírito Santo;;32;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300000;Rio de Janeiro;UF Conhecida e Município Ignorado;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300100;Angra dos Reis;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300159;Aperibé;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300209;Araruama;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300225;Areal;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300233;Armação dos Búzios;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300258;Arraial do Cabo;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300308;Barra do Piraí;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300407;Barra Mansa;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300456;Belford Roxo;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300506;Bom Jardim;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300605;Bom Jesus do Itabapoana;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300704;Cabo Frio;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300803;Cachoeiras de Macacu;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300902;Cambuci;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300936;Carapebus;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3300951;Comendador Levy Gasparian;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301009;Campos dos Goytacazes;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301108;Cantagalo;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301157;Cardoso Moreira;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301207;Carmo;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301306;Casimiro de Abreu;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301405;Conceição de Macabu;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301504;Cordeiro;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301603;Duas Barras;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301702;Duque de Caxias;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301801;Engenheiro Paulo de Frontin;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301850;Guapimirim;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301876;Iguaba Grande;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3301900;Itaboraí;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302007;Itaguaí;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302056;Italva;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302106;Itaocara;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302205;Itaperuna;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302254;Itatiaia;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302270;Japeri;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302304;Laje do Muriaé;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302403;Macaé;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302452;Macuco;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302502;Magé;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302601;Mangaratiba;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302700;Maricá;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302809;Mendes;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302858;Mesquita;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3302908;Miguel Pereira;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303005;Miracema;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303104;Natividade;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303203;Nilópolis;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303302;Niterói;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303401;Nova Friburgo;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303500;Nova Iguaçu;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303609;Paracambi;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303708;Paraíba do Sul;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303807;Paraty;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303856;Paty do Alferes;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303906;Petrópolis;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3303955;Pinheiral;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304003;Piraí;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304102;Porciúncula;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304110;Porto Real;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304128;Quatis;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304144;Queimados;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304151;Quissamã;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304201;Resende;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304300;Rio Bonito;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304409;Rio Claro;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304508;Rio das Flores;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304524;Rio das Ostras;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304557;Rio de Janeiro;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304607;Santa Maria Madalena;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304706;Santo Antônio de Pádua;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304755;São Francisco de Itabapoana;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304805;São Fidélis;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3304904;São Gonçalo;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305000;São João da Barra;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305109;São João de Meriti;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305133;São José de Ubá;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305158;São José do Vale do Rio Preto;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305208;São Pedro da Aldeia;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305307;São Sebastião do Alto;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305406;Sapucaia;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305505;Saquarema;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305554;Seropédica;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305604;Silva Jardim;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305703;Sumidouro;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305752;Tanguá;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305802;Teresópolis;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3305901;Trajano de Moraes;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3306008;Três Rios;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3306107;Valença;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3306156;Varre-Sai;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3306206;Vassouras;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3306305;Volta Redonda;Rio de Janeiro;;33;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;3500000;São Paulo;UF Conhecida e Município Ignorado;;35;3500000;SP - Município ignorado;3500000;SP - Município ignorado;3500000;SP - Município ignorado
900;3500105;Adamantina;São Paulo;1;35;691;Região Administrativa de Presidente Prudente;701;Região de Governo de Adamantina;0;Outros municípios do Estado de São Paulo
900;3500204;Adolfo;São Paulo;2;35;689;Região Administrativa de São José do Rio Preto;737;Região de Governo de São José do Rio Preto;0;Outros municípios do Estado de São Paulo
900;3500303;Aguaí;São Paulo;3;35;686;Região Administrativa de Campinas;735;Região de Governo de São João da Boa Vista;0;Outros municípios do Estado de São Paulo
900;3500402;Águas da Prata;São Paulo;4;35;686;Região Administrativa de Campinas;735;Região de Governo de São João da Boa Vista;0;Outros municípios do Estado de São Paulo
900;3500501;Águas de Lindóia;São Paulo;5;35;686;Região Administrativa de Campinas;710;Região de Governo de Bragança Paulista;0;Outros municípios do Estado de São Paulo
900;3500550;Águas de Santa Bárbara;São Paulo;459;35;685;Região Administrativa de Sorocaba;706;Região de Governo de Avaré;0;Outros municípios do Estado de São Paulo
900;3500600;Águas de São Pedro;São Paulo;6;35;686;Região Administrativa de Campinas;728;Região de Governo de Piracicaba;0;Outros municípios do Estado de São Paulo
900;3500709;Agudos;São Paulo;7;35;688;Região Administrativa de Bauru;708;Região de Governo de Bauru;0;Outros municípios do Estado de São Paulo
900;3500758;Alambari;São Paulo;573;35;685;Região Administrativa de Sorocaba;719;Região de Governo de Itapetininga;5;Região Metropolitana de Sorocaba
900;3500808;Alfredo Marcondes;São Paulo;8;35;691;Região Administrativa de Presidente Prudente;729;Região de Governo de Presidente Prudente;0;Outros municípios do Estado de São Paulo
900;3500907;Altair;São Paulo;9;35;694;Região Administrativa de Barretos;707;Região de Governo de Barretos;0;Outros municípios do Estado de São Paulo
900;3501004;Altinópolis;São Paulo;10;35;687;Região Administrativa de Ribeirão Preto;731;Região de Governo de Ribeirão Preto;6;Região Metropolitana de Ribeirão Preto
900;3501103;Alto Alegre;São Paulo;11;35;690;Região Administrativa de Araçatuba;703;Região de Governo de Araçatuba;0;Outros municípios do Estado de São Paulo
900;3501152;Alumínio;São Paulo;574;35;685;Região Administrativa de Sorocaba;739;Região de Governo de Sorocaba;5;Região Metropolitana de Sorocaba
900;3501202;Álvares Florence;São Paulo;12;35;689;Região Administrativa de São José do Rio Preto;742;Região de Governo de Votuporanga;0;Outros municípios do Estado de São Paulo
900;3501301;Álvares Machado;São Paulo;13;35;691;Região Administrativa de Presidente Prudente;729;Região de Governo de Presidente Prudente;0;Outros municípios do Estado de São Paulo
900;3501400;Álvaro de Carvalho;São Paulo;14;35;692;Região Administrativa de Marília;726;Região de Governo de Marília;0;Outros municípios do Estado de São Paulo
900;3501509;Alvinlândia;São Paulo;15;35;692;Região Administrativa de Marília;726;Região de Governo de Marília;0;Outros municípios do Estado de São Paulo
