pais;codigo_do_pais;nome_do_pais;descricao;loc_cod;UF;RA;ra_desc;RG;rg_desc;RM;rm_desc
900;2508505;Livramento;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2508554;Logradouro;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2508604;Lucena;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2508703;Mãe d'Água;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2508802;Malta;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2508901;Mamanguape;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509008;Manaíra;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509057;Marcação;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509107;Mari;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509156;Marizópolis;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509206;Massaranduba;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509305;Mataraca;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509339;Matinhas;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509370;Mato Grosso;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509396;Maturéia;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509404;Mogeiro;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509503;Montadas;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509602;Monte Horebe;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509701;Monteiro;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509800;Mulungu;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2509909;Natuba;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510006;Nazarezinho;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510105;Nova Floresta;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510204;Nova Olinda;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510303;Nova Palmeira;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510402;Olho d'Água;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510501;Olivedos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510600;Ouro Velho;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510659;Parari;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510709;Passagem;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510808;Patos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2510907;Paulista;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511004;Pedra Branca;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511103;Pedra Lavrada;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511202;Pedras de Fogo;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511301;Piancó;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511400;Picuí;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511509;Pilar;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511608;Pilões;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511707;Pilõezinhos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511806;Pirpirituba;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2511905;Pitimbu;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512002;Pocinhos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512036;Poço Dantas;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512077;Poço de José de Moura;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512101;Pombal;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512200;Prata;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512309;Princesa Isabel;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512408;Puxinanã;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512507;Queimadas;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512606;Quixabá;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512705;Remígio;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512721;Pedro Régis;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512747;Riachão;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512754;Riachão do Bacamarte;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512762;Riachão do Poço;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512788;Riacho de Santo Antônio;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512804;Riacho dos Cavalos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2512903;Rio Tinto;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513000;Salgadinho;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513109;Salgado de São Félix;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513158;Santa Cecília;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513208;Santa Cruz;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513307;Santa Helena;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513356;Santa Inês;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513406;Santa Luzia;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513505;Santana de Mangueira;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513604;Santana dos Garrotes;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513653;Joca Claudino;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513703;Santa Rita;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513802;Santa Teresinha;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513851;Santo André;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513901;São Bento;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513927;São Bentinho;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513943;São Domingos do Cariri;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513968;São Domingos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2513984;São Francisco;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514008;São João do Cariri;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514107;São João do Tigre;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514206;São José da Lagoa Tapada;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514305;São José de Caiana;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514404;São José de Espinharas;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514453;São José dos Ramos;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514503;São José de Piranhas;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514552;São José de Princesa;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514602;São José do Bonfim;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514651;São José do Brejo do Cruz;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514701;São José do Sabugi;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514800;São José dos Cordeiros;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2514909;São Mamede;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515005;São Miguel de Taipu;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515104;São Sebastião de Lagoa de Roça;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515203;São Sebastião do Umbuzeiro;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515302;Sapé;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515401;São Vicente do Seridó;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515500;Serra Branca;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515609;Serra da Raiz;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515708;Serra Grande;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515807;Serra Redonda;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515906;Serraria;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515930;Sertãozinho;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2515971;Sobrado;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516003;Solânea;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516102;Soledade;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516151;Sossêgo;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516201;Sousa;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516300;Sumé;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516409;Tacima;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516508;Taperoá;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516607;Tavares;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516706;Teixeira;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516755;Tenório;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516805;Triunfo;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2516904;Uiraúna;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2517001;Umbuzeiro;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2517100;Várzea;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2517209;Vieirópolis;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2517407;Zabelê;Paraíba;;25;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600000;Pernambuco;UF Conhecida e Município Ignorado;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600054;Abreu e Lima;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600104;Afogados da Ingazeira;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600203;Afrânio;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600302;Agrestina;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600401;Água Preta;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600500;Águas Belas;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600609;Alagoinha;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600708;Aliança;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600807;Altinho;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2600906;Amaraji;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601003;Angelim;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601052;Araçoiaba;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601102;Araripina;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601201;Arcoverde;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601300;Barra de Guabiraba;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601409;Barreiros;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601508;Belém de Maria;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601607;Belém do São Francisco;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601706;Belo Jardim;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601805;Betânia;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2601904;Bezerros;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602001;Bodocó;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602100;Bom Conselho;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602209;Bom Jardim;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602308;Bonito;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602407;Brejão;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602506;Brejinho;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602605;Brejo da Madre de Deus;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602704;Buenos Aires;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602803;Buíque;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2602902;Cabo de Santo Agostinho;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603009;Cabrobó;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603108;Cachoeirinha;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603207;Caetés;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603306;Calçado;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603405;Calumbi;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603454;Camaragibe;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603504;Camocim de São Félix;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603603;Camutanga;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603702;Canhotinho;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603801;Capoeiras;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603900;Carnaíba;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2603926;Carnaubeira da Penha;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604007;Carpina;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604106;Caruaru;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604155;Casinhas;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604205;Catende;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604304;Cedro;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604403;Chã de Alegria;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604502;Chã Grande;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604601;Condado;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604700;Correntes;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604809;Cortês;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2604908;Cumaru;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2605004;Cupira;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2605103;Custódia;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2605152;Dormentes;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2605202;Escada;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2605301;Exu;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
900;2605400;Feira Nova;Pernambuco;;26;888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo);888;Outras UFs (Fora São Paulo)
